frame,track_id,cx,cy,x1,y1,x2,y2,score
IMG_9386_frame_0036.jpg,1,2226.382568359375,388.8363037109375,2162.51220703125,371.53387451171875,2290.2529296875,406.1387634277344,0.7689433097839355
IMG_9386_frame_0037.jpg,1,2215.10986328125,386.65130615234375,2156.102783203125,372.3392028808594,2274.116943359375,400.96343994140625,0.74379962682724
IMG_9386_frame_0038.jpg,1,2188.32470703125,389.5992736816406,2130.001953125,375.3984680175781,2246.6474609375,403.8000793457031,0.732314944267273
IMG_9386_frame_0039.jpg,1,2153.62255859375,390.3968200683594,2093.646728515625,376.0773620605469,2213.59814453125,404.7162780761719,0.7251927852630615
IMG_9386_frame_0040.jpg,1,2114.4169921875,391.769775390625,2051.236328125,376.7389221191406,2177.597412109375,406.80059814453125,0.6839170455932617
IMG_9386_frame_0041.jpg,1,2070.916259765625,394.36053466796875,2009.1318359375,380.4539794921875,2132.70068359375,408.2671203613281,0.7017186880111694
IMG_9386_frame_0042.jpg,1,2020.84814453125,402.9266357421875,1960.3250732421875,388.6620178222656,2081.37109375,417.1912536621094,0.5901100635528564
IMG_9386_frame_0043.jpg,1,1962.75537109375,409.5573425292969,1900.8084716796875,395.26666259765625,2024.7022705078125,423.8480224609375,0.7316740155220032
IMG_9386_frame_0044.jpg,1,1893.5146484375,418.42132568359375,1839.5411376953125,405.01171875,1947.48828125,431.8309326171875,0.7618626356124878
IMG_9386_frame_0045.jpg,1,1800.86669921875,419.45257568359375,1731.8751220703125,405.3354187011719,1869.8583984375,433.5697326660156,0.7148289084434509
IMG_9386_frame_0046.jpg,1,1717.39501953125,432.0035705566406,1667.65576171875,404.0326232910156,1767.1341552734375,459.9745178222656,0.6723902225494385
IMG_9386_frame_0047.jpg,1,1607.43408203125,422.96337890625,1556.3218994140625,402.330078125,1658.54638671875,443.5966491699219,0.6955657005310059
IMG_9386_frame_0048.jpg,1,1499.0927734375,425.635986328125,1447.33984375,408.71185302734375,1550.8455810546875,442.5601501464844,0.705705463886261
IMG_9386_frame_0049.jpg,1,1375.4136962890625,445.6307678222656,1320.9617919921875,430.2400817871094,1429.8656005859375,461.0214538574219,0.6706503629684448
IMG_9386_frame_0050.jpg,1,1254.09619140625,454.23797607421875,1201.649658203125,437.0541076660156,1306.5426025390625,471.421875,0.731619656085968
IMG_9386_frame_0051.jpg,1,1119.138916015625,468.58599853515625,1066.0150146484375,450.98577880859375,1172.2628173828125,486.18621826171875,0.7046371102333069
IMG_9386_frame_0052.jpg,1,1003.6182861328125,476.49627685546875,950.19775390625,461.95538330078125,1057.038818359375,491.03717041015625,0.6996042132377625
IMG_9386_frame_0053.jpg,1,869.8545532226562,488.6138916015625,812.3065185546875,471.79925537109375,927.402587890625,505.4285583496094,0.7302521467208862
IMG_9386_frame_0054.jpg,1,754.613525390625,498.54595947265625,706.1787109375,482.6659851074219,803.0484008789062,514.4259643554688,0.6269460916519165
IMG_9386_frame_0055.jpg,1,634.2943115234375,508.2776184082031,587.1874389648438,492.45782470703125,681.4012451171875,524.097412109375,0.7616159915924072
IMG_9386_frame_0056.jpg,1,514.7952880859375,510.6368408203125,480.4610900878906,490.2217712402344,549.1295166015625,531.0518798828125,0.5604624152183533
IMG_9386_frame_0036.jpg,1,2740.091796875,723.4109497070312,2684.139892578125,695.1215209960938,2796.0439453125,751.7003784179688,0.7757472991943359
IMG_9386_frame_0036.jpg,2,2740.091796875,723.4109497070312,2684.139892578125,695.1215209960938,2796.0439453125,751.7003784179688,0.7757472991943359
IMG_9386_frame_0037.jpg,2,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0037.jpg,1,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0037.jpg,1,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0037.jpg,1,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0037.jpg,1,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0037.jpg,1,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0037.jpg,1,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0037.jpg,1,2207.45361328125,894.6990966796875,2155.491455078125,881.3114013671875,2259.415771484375,908.0868530273438,0.741931676864624
IMG_9386_frame_0038.jpg,1,2550.8515625,646.5890502929688,2509.599609375,613.443115234375,2592.103271484375,679.7349853515625,0.5307244658470154
IMG_9386_frame_0038.jpg,2,2550.8515625,646.5890502929688,2509.599609375,613.443115234375,2592.103271484375,679.7349853515625,0.5307244658470154
IMG_9386_frame_0039.jpg,2,2463.892822265625,615.51904296875,2431.021240234375,576.3064575195312,2496.764404296875,654.731689453125,0.7815451622009277
IMG_9386_frame_0040.jpg,2,2374.380126953125,584.4354248046875,2349.889404296875,540.6572265625,2398.870849609375,628.2136840820312,0.7453712821006775
IMG_9386_frame_0041.jpg,2,2268.816650390625,555.8423461914062,2236.447265625,515.0863037109375,2301.18603515625,596.598388671875,0.7597612738609314
IMG_9386_frame_0042.jpg,2,2160.20751953125,528.0891723632812,2125.7587890625,489.8473815917969,2194.65625,566.3309936523438,0.3944467008113861
IMG_9386_frame_0043.jpg,2,2052.173828125,500.6109313964844,2016.5638427734375,465.404296875,2087.78369140625,535.8175659179688,0.7578318119049072
IMG_9386_frame_0044.jpg,2,1943.625244140625,473.832275390625,1904.4715576171875,445.1797180175781,1982.77880859375,502.4848327636719,0.7717142105102539
IMG_9386_frame_0045.jpg,2,1828.67236328125,446.51513671875,1786.8734130859375,417.09405517578125,1870.4713134765625,475.9361877441406,0.6941636800765991
IMG_9386_frame_0046.jpg,2,1717.39501953125,432.0035705566406,1667.65576171875,404.0326232910156,1767.1341552734375,459.9745178222656,0.6723902225494385
IMG_9386_frame_0048.jpg,2,1490.906005859375,449.62078857421875,1442.282958984375,431.9057312011719,1539.5291748046875,467.33587646484375,0.3622162342071533
