frame,track_id,cx,cy,x1,y1,x2,y2,score
IMG_9386_frame_0036.jpg,2,2740.091796875,723.4109497070312,2684.139892578125,695.1215209960938,2796.0439453125,751.7003784179688,0.7757472991943359
IMG_9386_frame_0037.jpg,2,2641.0166015625,683.728759765625,2589.08349609375,654.6561279296875,2692.949951171875,712.8013305664062,0.7883232831954956
IMG_9386_frame_0038.jpg,2,2550.8515625,646.5890502929688,2509.599609375,613.443115234375,2592.103271484375,679.7349853515625,0.5307244658470154
IMG_9386_frame_0039.jpg,2,2463.892822265625,615.51904296875,2431.021240234375,576.3064575195312,2496.764404296875,654.731689453125,0.7815451622009277
IMG_9386_frame_0040.jpg,2,2374.380126953125,584.4354248046875,2349.889404296875,540.6572265625,2398.870849609375,628.2136840820312,0.7453712821006775
IMG_9386_frame_0041.jpg,2,2268.816650390625,555.8423461914062,2236.447265625,515.0863037109375,2301.18603515625,596.598388671875,0.7597612738609314
IMG_9386_frame_0042.jpg,2,2160.20751953125,528.0891723632812,2125.7587890625,489.8473815917969,2194.65625,566.3309936523438,0.3944467008113861
IMG_9386_frame_0043.jpg,2,2052.173828125,500.6109313964844,2016.5638427734375,465.404296875,2087.78369140625,535.8175659179688,0.7578318119049072
IMG_9386_frame_0044.jpg,2,1943.625244140625,473.832275390625,1904.4715576171875,445.1797180175781,1982.77880859375,502.4848327636719,0.7717142105102539
IMG_9386_frame_0045.jpg,2,1828.67236328125,446.51513671875,1786.8734130859375,417.0940551757813,1870.4713134765625,475.9361877441406,0.6941636800765991
IMG_9386_frame_0046.jpg,2,1717.39501953125,432.0035705566406,1667.65576171875,404.0326232910156,1767.1341552734375,459.9745178222656,0.6723902225494385
IMG_9386_frame_0047.jpg,2,1607.43408203125,422.96337890625,1556.3218994140625,402.330078125,1658.54638671875,443.5966491699219,0.6955657005310059
IMG_9386_frame_0048.jpg,2,1490.906005859375,449.6207885742187,1442.282958984375,431.9057312011719,1539.5291748046875,467.33587646484375,0.3622162342071533
IMG_9386_frame_0049.jpg,2,1375.4136962890625,445.6307678222656,1320.9617919921875,430.2400817871094,1429.8656005859375,461.0214538574219,0.6706503629684448
IMG_9386_frame_0050.jpg,2,1254.09619140625,454.2379760742187,1201.649658203125,437.0541076660156,1306.5426025390625,471.421875,0.731619656085968
IMG_9386_frame_0051.jpg,2,1119.138916015625,468.58599853515625,1066.0150146484375,450.98577880859375,1172.2628173828125,486.1862182617187,0.7046371102333069
IMG_9386_frame_0052.jpg,2,1003.6182861328124,476.4962768554687,950.19775390625,461.9553833007813,1057.038818359375,491.03717041015625,0.6996042132377625
IMG_9386_frame_0053.jpg,2,849.8682250976562,508.585205078125,791.1517944335938,496.0727844238281,908.5846557617188,521.09765625,0.5860071182250977
IMG_9386_frame_0054.jpg,2,700.674072265625,523.2322387695312,649.0111694335938,510.39556884765625,752.3369140625,536.0689086914062,0.6833366751670837
IMG_9386_frame_0055.jpg,2,547.2578125,533.7728271484375,505.9801635742187,521.377197265625,588.535400390625,546.16845703125,0.6768220663070679
IMG_9386_frame_0036.jpg,18,3238.880859375,721.41650390625,3202.8310546875,697.1722412109375,3274.9306640625,745.6608276367188,0.7091065645217896
IMG_9386_frame_0037.jpg,18,3195.29931640625,771.1910400390625,3144.305908203125,749.0867919921875,3246.29296875,793.2953491210938,0.740924596786499
IMG_9386_frame_0038.jpg,18,3160.6005859375,732.4229736328125,3116.247314453125,708.3836059570312,3204.95361328125,756.4622802734375,0.7842751741409302
IMG_9386_frame_0039.jpg,18,3124.04150390625,705.0638427734375,3084.073486328125,683.5458984375,3164.009521484375,726.5818481445312,0.770681619644165
IMG_9386_frame_0040.jpg,18,3079.413330078125,685.5624389648438,3033.8466796875,664.5240478515625,3124.97998046875,706.600830078125,0.7656488418579102
IMG_9386_frame_0041.jpg,18,3022.61865234375,665.9006958007812,2969.114501953125,647.4437255859375,3076.123046875,684.357666015625,0.767652153968811
IMG_9386_frame_0042.jpg,18,2960.564208984375,649.9378662109375,2902.025634765625,635.746337890625,3019.102783203125,664.1293334960938,0.7511612176895142
IMG_9386_frame_0043.jpg,18,2897.712646484375,634.61328125,2838.55859375,621.7443237304688,2956.86669921875,647.4822387695312,0.761644721031189
